num,cond,formula,answer
45083,fifth_level,5 / 2 + 2 / 4,3
45084,fifth_level,5 / 2 - 2 / 4,2
45085,fifth_level,5 / 2 * 2 - 4,1
45086,fifth_level,5 / 2 / 2 * 4,5
45087,fifth_level,5 + 2 + 2 - 5,4
45088,fifth_level,5 + 2 * 2 - 5,4
45089,fifth_level,5 + 2 / 2 - 5,1
45090,fifth_level,5 - 2 - 2 + 5,6
45091,fifth_level,5 - 2 * 2 + 5,6
45092,fifth_level,5 * 2 + 2 - 5,7
45093,fifth_level,5 * 2 - 2 - 5,3
45094,fifth_level,5 * 2 * 2 / 5,4
45095,fifth_level,5 * 2 / 2 / 5,1
45096,fifth_level,5 / 2 * 2 / 5,1
45097,fifth_level,5 + 2 + 2 - 6,3
45098,fifth_level,5 + 2 * 2 - 6,3
45099,fifth_level,5 - 2 - 2 + 6,7
45100,fifth_level,5 - 2 * 2 + 6,7
45101,fifth_level,5 * 2 + 2 - 6,6
45102,fifth_level,5 * 2 - 2 - 6,2
45103,fifth_level,5 + 2 + 2 - 7,2
45104,fifth_level,5 + 2 * 2 - 7,2
45105,fifth_level,5 - 2 - 2 + 7,8
45106,fifth_level,5 - 2 * 2 + 7,8
45107,fifth_level,5 * 2 + 2 - 7,5
45108,fifth_level,5 * 2 - 2 - 7,1
45109,fifth_level,5 + 2 + 2 - 8,1
45110,fifth_level,5 + 2 * 2 - 8,1
45111,fifth_level,5 * 2 + 2 - 8,4
45112,fifth_level,5 * 2 + 2 - 9,3
45113,fifth_level,5 + 2 - 3 + 1,5
45114,fifth_level,5 + 2 - 3 - 1,3
45115,fifth_level,5 + 2 - 3 * 1,4
45116,fifth_level,5 + 2 - 3 / 1,4
45117,fifth_level,5 - 2 + 3 + 1,7
45118,fifth_level,5 - 2 + 3 - 1,5
45119,fifth_level,5 - 2 + 3 * 1,6
45120,fifth_level,5 - 2 + 3 / 1,6
45121,fifth_level,5 - 2 - 3 + 1,1
45122,fifth_level,5 * 2 - 3 + 1,8
45123,fifth_level,5 * 2 - 3 - 1,6
45124,fifth_level,5 * 2 - 3 * 1,7
45125,fifth_level,5 * 2 - 3 / 1,7
45126,fifth_level,5 + 2 + 3 - 2,8
45127,fifth_level,5 + 2 - 3 + 2,6
45128,fifth_level,5 + 2 - 3 - 2,2
45129,fifth_level,5 + 2 - 3 * 2,1
45130,fifth_level,5 + 2 * 3 / 2,8
45131,fifth_level,5 - 2 + 3 + 2,8
45132,fifth_level,5 - 2 + 3 - 2,4
45133,fifth_level,5 - 2 - 3 + 2,2
45134,fifth_level,5 - 2 * 3 + 2,1
45135,fifth_level,5 - 2 * 3 / 2,2
45136,fifth_level,5 * 2 - 3 - 2,5
45137,fifth_level,5 * 2 - 3 * 2,4
45138,fifth_level,5 / 2 + 3 / 2,4
45139,fifth_level,5 / 2 - 3 / 2,1
45140,fifth_level,5 + 2 + 3 - 3,7
45141,fifth_level,5 + 2 + 3 / 3,8
45142,fifth_level,5 + 2 - 3 + 3,7
45143,fifth_level,5 + 2 - 3 - 3,1
45144,fifth_level,5 + 2 - 3 / 3,6
45145,fifth_level,5 + 2 * 3 - 3,8
45146,fifth_level,5 + 2 * 3 / 3,7
45147,fifth_level,5 + 2 / 3 * 3,7
45148,fifth_level,5 - 2 + 3 - 3,3
45149,fifth_level,5 - 2 + 3 / 3,4
45150,fifth_level,5 - 2 - 3 + 3,3
45151,fifth_level,5 - 2 - 3 / 3,2
45152,fifth_level,5 - 2 * 3 + 3,2
45153,fifth_level,5 - 2 * 3 / 3,3
45154,fifth_level,5 - 2 / 3 * 3,3
45155,fifth_level,5 * 2 - 3 - 3,4
45156,fifth_level,5 * 2 - 3 * 3,1
45157,fifth_level,5 + 2 + 3 - 4,6
45158,fifth_level,5 + 2 - 3 + 4,8
45159,fifth_level,5 + 2 * 3 - 4,7
45160,fifth_level,5 - 2 + 3 - 4,2
45161,fifth_level,5 - 2 - 3 + 4,4
45162,fifth_level,5 - 2 * 3 + 4,3
45163,fifth_level,5 * 2 - 3 - 4,3
45164,fifth_level,5 + 2 + 3 - 5,5
45165,fifth_level,5 + 2 * 3 - 5,6
45166,fifth_level,5 - 2 + 3 - 5,1
45167,fifth_level,5 - 2 - 3 + 5,5
45168,fifth_level,5 - 2 * 3 + 5,4
45169,fifth_level,5 * 2 + 3 - 5,8
45170,fifth_level,5 * 2 - 3 - 5,2
45171,fifth_level,5 * 2 * 3 / 5,6
45172,fifth_level,5 + 2 + 3 - 6,4
45173,fifth_level,5 + 2 * 3 - 6,5
45174,fifth_level,5 + 2 * 3 / 6,6
45175,fifth_level,5 - 2 - 3 + 6,6
45176,fifth_level,5 - 2 * 3 + 6,5
45177,fifth_level,5 - 2 * 3 / 6,4
45178,fifth_level,5 - 2 / 3 * 6,1
45179,fifth_level,5 * 2 + 3 - 6,7
45180,fifth_level,5 * 2 - 3 - 6,1
45181,fifth_level,5 * 2 * 3 / 6,5
45182,fifth_level,5 / 2 + 3 / 6,3
45183,fifth_level,5 / 2 - 3 / 6,2
45184,fifth_level,5 / 2 / 3 * 6,5
45185,fifth_level,5 + 2 + 3 - 7,3
45186,fifth_level,5 + 2 * 3 - 7,4
45187,fifth_level,5 - 2 - 3 + 7,7
45188,fifth_level,5 - 2 * 3 + 7,6
45189,fifth_level,5 * 2 + 3 - 7,6
45190,fifth_level,5 + 2 + 3 - 8,2
45191,fifth_level,5 + 2 * 3 - 8,3
45192,fifth_level,5 - 2 - 3 + 8,8
45193,fifth_level,5 - 2 * 3 + 8,7
45194,fifth_level,5 * 2 + 3 - 8,5
45195,fifth_level,5 + 2 + 3 - 9,1
45196,fifth_level,5 + 2 * 3 - 9,2
45197,fifth_level,5 - 2 * 3 + 9,8
45198,fifth_level,5 * 2 + 3 - 9,4
45199,fifth_level,5 + 2 - 4 + 1,4
45200,fifth_level,5 + 2 - 4 - 1,2
45201,fifth_level,5 + 2 - 4 * 1,3
45202,fifth_level,5 + 2 - 4 / 1,3
45203,fifth_level,5 - 2 + 4 + 1,8
45204,fifth_level,5 - 2 + 4 - 1,6
45205,fifth_level,5 - 2 + 4 * 1,7
45206,fifth_level,5 - 2 + 4 / 1,7
45207,fifth_level,5 * 2 - 4 + 1,7
45208,fifth_level,5 * 2 - 4 - 1,5
45209,fifth_level,5 * 2 - 4 * 1,6
45210,fifth_level,5 * 2 - 4 / 1,6
45211,fifth_level,5 + 2 - 4 + 2,5
45212,fifth_level,5 + 2 - 4 - 2,1
45213,fifth_level,5 + 2 - 4 / 2,5
45214,fifth_level,5 + 2 / 4 * 2,6
45215,fifth_level,5 - 2 + 4 - 2,5
45216,fifth_level,5 - 2 + 4 / 2,5
45217,fifth_level,5 - 2 - 4 + 2,1
45218,fifth_level,5 - 2 - 4 / 2,1
45219,fifth_level,5 - 2 * 4 / 2,1
45220,fifth_level,5 - 2 / 4 * 2,4
45221,fifth_level,5 * 2 - 4 + 2,8
45222,fifth_level,5 * 2 - 4 - 2,4
45223,fifth_level,5 * 2 - 4 * 2,2
45224,fifth_level,5 * 2 - 4 / 2,8
45225,fifth_level,5 * 2 / 4 * 2,5
45226,fifth_level,5 / 2 * 4 - 2,8
45227,fifth_level,5 / 2 * 4 / 2,5
45228,fifth_level,5 + 2 + 4 - 3,8
45229,fifth_level,5 + 2 - 4 + 3,6
45230,fifth_level,5 - 2 + 4 - 3,4
45231,fifth_level,5 - 2 - 4 + 3,2
45232,fifth_level,5 * 2 - 4 - 3,3
45233,fifth_level,5 / 2 * 4 - 3,7
45234,fifth_level,5 + 2 + 4 - 4,7
45235,fifth_level,5 + 2 + 4 / 4,8
45236,fifth_level,5 + 2 - 4 + 4,7
45237,fifth_level,5 + 2 - 4 / 4,6
45238,fifth_level,5 + 2 * 4 / 4,7
45239,fifth_level,5 + 2 / 4 * 4,7
45240,fifth_level,5 - 2 + 4 - 4,3
45241,fifth_level,5 - 2 + 4 / 4,4
45242,fifth_level,5 - 2 - 4 + 4,3
45243,fifth_level,5 - 2 - 4 / 4,2
45244,fifth_level,5 - 2 * 4 + 4,1
45245,fifth_level,5 - 2 * 4 / 4,3
45246,fifth_level,5 - 2 / 4 * 4,3
45247,fifth_level,5 * 2 - 4 - 4,2
45248,fifth_level,5 / 2 * 4 - 4,6
45249,fifth_level,5 + 2 + 4 - 5,6
45250,fifth_level,5 + 2 - 4 + 5,8
45251,fifth_level,5 + 2 * 4 - 5,8
45252,fifth_level,5 - 2 + 4 - 5,2
45253,fifth_level,5 - 2 - 4 + 5,4
45254,fifth_level,5 - 2 * 4 + 5,2
45255,fifth_level,5 * 2 - 4 - 5,1
45256,fifth_level,5 * 2 * 4 / 5,8
45257,fifth_level,5 / 2 * 4 - 5,5
45258,fifth_level,5 / 2 * 4 / 5,2
45259,fifth_level,5 + 2 + 4 - 6,5
45260,fifth_level,5 + 2 * 4 - 6,7
45261,fifth_level,5 + 2 / 4 * 6,8
45262,fifth_level,5 - 2 + 4 - 6,1
45263,fifth_level,5 - 2 - 4 + 6,5
45264,fifth_level,5 - 2 * 4 + 6,3
45265,fifth_level,5 - 2 / 4 * 6,2
45266,fifth_level,5 * 2 + 4 - 6,8
45267,fifth_level,5 / 2 * 4 - 6,4
45268,fifth_level,5 + 2 + 4 - 7,4
45269,fifth_level,5 + 2 * 4 - 7,6
45270,fifth_level,5 - 2 - 4 + 7,6
45271,fifth_level,5 - 2 * 4 + 7,4
45272,fifth_level,5 * 2 + 4 - 7,7
45273,fifth_level,5 / 2 * 4 - 7,3
45274,fifth_level,5 + 2 + 4 - 8,3
45275,fifth_level,5 + 2 * 4 - 8,5
45276,fifth_level,5 + 2 * 4 / 8,6
45277,fifth_level,5 - 2 - 4 + 8,7
45278,fifth_level,5 - 2 * 4 + 8,5
45279,fifth_level,5 - 2 * 4 / 8,4
45280,fifth_level,5 - 2 / 4 * 8,1
45281,fifth_level,5 * 2 + 4 - 8,6
45282,fifth_level,5 * 2 * 4 / 8,5
45283,fifth_level,5 / 2 + 4 / 8,3
45284,fifth_level,5 / 2 - 4 / 8,2
45285,fifth_level,5 / 2 * 4 - 8,2
45286,fifth_level,5 / 2 / 4 * 8,5
45287,fifth_level,5 + 2 + 4 - 9,2
45288,fifth_level,5 + 2 * 4 - 9,4
45289,fifth_level,5 - 2 - 4 + 9,8
45290,fifth_level,5 - 2 * 4 + 9,6
45291,fifth_level,5 * 2 + 4 - 9,5
45292,fifth_level,5 / 2 * 4 - 9,1
45293,fifth_level,5 + 2 - 5 + 1,3
45294,fifth_level,5 + 2 - 5 - 1,1
45295,fifth_level,5 + 2 - 5 * 1,2
45296,fifth_level,5 + 2 - 5 / 1,2
45297,fifth_level,5 - 2 + 5 - 1,7
45298,fifth_level,5 - 2 + 5 * 1,8
45299,fifth_level,5 - 2 + 5 / 1,8
45300,fifth_level,5 * 2 - 5 + 1,6
45301,fifth_level,5 * 2 - 5 - 1,4
45302,fifth_level,5 * 2 - 5 * 1,5
45303,fifth_level,5 * 2 - 5 / 1,5
45304,fifth_level,5 * 2 / 5 + 1,3
45305,fifth_level,5 * 2 / 5 - 1,1
45306,fifth_level,5 * 2 / 5 * 1,2
45307,fifth_level,5 * 2 / 5 / 1,2
45308,fifth_level,5 + 2 - 5 + 2,4
45309,fifth_level,5 - 2 + 5 - 2,6
45310,fifth_level,5 * 2 - 5 + 2,7
45311,fifth_level,5 * 2 - 5 - 2,3
45312,fifth_level,5 * 2 / 5 + 2,4
45313,fifth_level,5 * 2 / 5 * 2,4
45314,fifth_level,5 * 2 / 5 / 2,1
45315,fifth_level,5 / 2 + 5 / 2,5
45316,fifth_level,5 / 2 / 5 * 2,1
45317,fifth_level,5 + 2 - 5 + 3,5
45318,fifth_level,5 - 2 + 5 - 3,5
45319,fifth_level,5 - 2 - 5 + 3,1
45320,fifth_level,5 * 2 - 5 + 3,8
45321,fifth_level,5 * 2 - 5 - 3,2
45322,fifth_level,5 * 2 / 5 + 3,5
45323,fifth_level,5 * 2 / 5 * 3,6
45324,fifth_level,5 + 2 + 5 - 4,8
45325,fifth_level,5 + 2 - 5 + 4,6
45326,fifth_level,5 - 2 + 5 - 4,4
45327,fifth_level,5 - 2 - 5 + 4,2
45328,fifth_level,5 * 2 - 5 - 4,1
45329,fifth_level,5 * 2 / 5 + 4,6
45330,fifth_level,5 * 2 / 5 * 4,8
45331,fifth_level,5 / 2 / 5 * 4,2
45332,fifth_level,5 + 2 + 5 - 5,7
45333,fifth_level,5 + 2 + 5 / 5,8
45334,fifth_level,5 + 2 - 5 + 5,7
45335,fifth_level,5 + 2 - 5 / 5,6
45336,fifth_level,5 + 2 * 5 / 5,7
45337,fifth_level,5 + 2 / 5 * 5,7
45338,fifth_level,5 - 2 + 5 - 5,3
45339,fifth_level,5 - 2 + 5 / 5,4
45340,fifth_level,5 - 2 - 5 + 5,3
45341,fifth_level,5 - 2 - 5 / 5,2
45342,fifth_level,5 - 2 * 5 / 5,3
45343,fifth_level,5 - 2 / 5 * 5,3
45344,fifth_level,5 * 2 / 5 + 5,7
45345,fifth_level,5 + 2 + 5 - 6,6
45346,fifth_level,5 + 2 - 5 + 6,8
45347,fifth_level,5 - 2 + 5 - 6,2
45348,fifth_level,5 - 2 - 5 + 6,4
45349,fifth_level,5 - 2 * 5 + 6,1
45350,fifth_level,5 * 2 / 5 + 6,8
45351,fifth_level,5 / 2 / 5 * 6,3
45352,fifth_level,5 + 2 + 5 - 7,5
45353,fifth_level,5 + 2 * 5 - 7,8
45354,fifth_level,5 - 2 + 5 - 7,1
45355,fifth_level,5 - 2 - 5 + 7,5
45356,fifth_level,5 - 2 * 5 + 7,2
45357,fifth_level,5 * 2 + 5 - 7,8
45358,fifth_level,5 + 2 + 5 - 8,4
45359,fifth_level,5 + 2 * 5 - 8,7
45360,fifth_level,5 - 2 - 5 + 8,6
45361,fifth_level,5 - 2 * 5 + 8,3
45362,fifth_level,5 * 2 + 5 - 8,7
45363,fifth_level,5 / 2 / 5 * 8,4
45364,fifth_level,5 + 2 + 5 - 9,3
45365,fifth_level,5 + 2 * 5 - 9,6
45366,fifth_level,5 - 2 - 5 + 9,7
45367,fifth_level,5 - 2 * 5 + 9,4
45368,fifth_level,5 * 2 + 5 - 9,6
45369,fifth_level,5 + 2 - 6 + 1,2
45370,fifth_level,5 + 2 - 6 * 1,1
45371,fifth_level,5 + 2 - 6 / 1,1
45372,fifth_level,5 - 2 + 6 - 1,8
45373,fifth_level,5 * 2 - 6 + 1,5
45374,fifth_level,5 * 2 - 6 - 1,3
45375,fifth_level,5 * 2 - 6 * 1,4
45376,fifth_level,5 * 2 - 6 / 1,4
45377,fifth_level,5 + 2 - 6 + 2,3
45378,fifth_level,5 + 2 - 6 / 2,4
45379,fifth_level,5 - 2 + 6 - 2,7
45380,fifth_level,5 - 2 + 6 / 2,6
45381,fifth_level,5 * 2 - 6 + 2,6
45382,fifth_level,5 * 2 - 6 - 2,2
45383,fifth_level,5 * 2 - 6 / 2,7
45384,fifth_level,5 + 2 - 6 + 3,4
45385,fifth_level,5 + 2 - 6 / 3,5
45386,fifth_level,5 + 2 / 6 * 3,6
45387,fifth_level,5 - 2 + 6 - 3,6
45388,fifth_level,5 - 2 + 6 / 3,5
45389,fifth_level,5 - 2 - 6 / 3,1
45390,fifth_level,5 - 2 * 6 / 3,1
45391,fifth_level,5 - 2 / 6 * 3,4
45392,fifth_level,5 * 2 - 6 + 3,7
45393,fifth_level,5 * 2 - 6 - 3,1
45394,fifth_level,5 * 2 - 6 / 3,8
45395,fifth_level,5 * 2 / 6 * 3,5
45396,fifth_level,5 / 2 * 6 / 3,5
45397,fifth_level,5 + 2 - 6 + 4,5
45398,fifth_level,5 + 2 * 6 / 4,8
45399,fifth_level,5 - 2 + 6 - 4,5
45400,fifth_level,5 - 2 - 6 + 4,1
45401,fifth_level,5 - 2 * 6 / 4,2
45402,fifth_level,5 * 2 - 6 + 4,8
45403,fifth_level,5 / 2 + 6 / 4,4
45404,fifth_level,5 / 2 - 6 / 4,1
45405,fifth_level,5 + 2 + 6 - 5,8
45406,fifth_level,5 + 2 - 6 + 5,6
45407,fifth_level,5 - 2 + 6 - 5,4
45408,fifth_level,5 - 2 - 6 + 5,2
45409,fifth_level,5 / 2 * 6 / 5,3
45410,fifth_level,5 + 2 + 6 - 6,7
45411,fifth_level,5 + 2 + 6 / 6,8
45412,fifth_level,5 + 2 - 6 + 6,7
45413,fifth_level,5 + 2 - 6 / 6,6
45414,fifth_level,5 + 2 * 6 / 6,7
45415,fifth_level,5 + 2 / 6 * 6,7
45416,fifth_level,5 - 2 + 6 - 6,3
45417,fifth_level,5 - 2 + 6 / 6,4
45418,fifth_level,5 - 2 - 6 + 6,3
45419,fifth_level,5 - 2 - 6 / 6,2
45420,fifth_level,5 - 2 * 6 / 6,3
45421,fifth_level,5 - 2 / 6 * 6,3
45422,fifth_level,5 + 2 + 6 - 7,6
45423,fifth_level,5 + 2 - 6 + 7,8
45424,fifth_level,5 - 2 + 6 - 7,2
45425,fifth_level,5 - 2 - 6 + 7,4
45426,fifth_level,5 / 2 * 6 - 7,8
45427,fifth_level,5 + 2 + 6 - 8,5
45428,fifth_level,5 - 2 + 6 - 8,1
45429,fifth_level,5 - 2 - 6 + 8,5
45430,fifth_level,5 - 2 * 6 + 8,1
45431,fifth_level,5 * 2 + 6 - 8,8
45432,fifth_level,5 / 2 * 6 - 8,7
45433,fifth_level,5 + 2 + 6 - 9,4
45434,fifth_level,5 + 2 * 6 - 9,8
45435,fifth_level,5 + 2 / 6 * 9,8
45436,fifth_level,5 - 2 - 6 + 9,6
45437,fifth_level,5 - 2 * 6 + 9,2
45438,fifth_level,5 - 2 / 6 * 9,2
45439,fifth_level,5 * 2 + 6 - 9,7
45440,fifth_level,5 / 2 * 6 - 9,6
45441,fifth_level,5 + 2 - 7 + 1,1
45442,fifth_level,5 * 2 - 7 + 1,4
45443,fifth_level,5 * 2 - 7 - 1,2
45444,fifth_level,5 * 2 - 7 * 1,3
45445,fifth_level,5 * 2 - 7 / 1,3
45446,fifth_level,5 + 2 - 7 + 2,2
45447,fifth_level,5 - 2 + 7 - 2,8
45448,fifth_level,5 * 2 - 7 + 2,5
45449,fifth_level,5 * 2 - 7 - 2,1
45450,fifth_level,5 / 2 + 7 / 2,6
45451,fifth_level,5 + 2 - 7 + 3,3
45452,fifth_level,5 - 2 + 7 - 3,7
45453,fifth_level,5 * 2 - 7 + 3,6
45454,fifth_level,5 + 2 - 7 + 4,4
45455,fifth_level,5 - 2 + 7 - 4,6
45456,fifth_level,5 * 2 - 7 + 4,7
45457,fifth_level,5 + 2 - 7 + 5,5
45458,fifth_level,5 - 2 + 7 - 5,5
45459,fifth_level,5 - 2 - 7 + 5,1
45460,fifth_level,5 * 2 - 7 + 5,8
45461,fifth_level,5 + 2 + 7 - 6,8
45462,fifth_level,5 + 2 - 7 + 6,6
45463,fifth_level,5 - 2 + 7 - 6,4
45464,fifth_level,5 - 2 - 7 + 6,2
45465,fifth_level,5 + 2 + 7 - 7,7
45466,fifth_level,5 + 2 + 7 / 7,8
45467,fifth_level,5 + 2 - 7 + 7,7
45468,fifth_level,5 + 2 - 7 / 7,6
45469,fifth_level,5 + 2 * 7 / 7,7
45470,fifth_level,5 + 2 / 7 * 7,7
45471,fifth_level,5 - 2 + 7 - 7,3
45472,fifth_level,5 - 2 + 7 / 7,4
45473,fifth_level,5 - 2 - 7 + 7,3
45474,fifth_level,5 - 2 - 7 / 7,2
45475,fifth_level,5 - 2 * 7 / 7,3
45476,fifth_level,5 - 2 / 7 * 7,3
45477,fifth_level,5 + 2 + 7 - 8,6
45478,fifth_level,5 + 2 - 7 + 8,8
45479,fifth_level,5 - 2 + 7 - 8,2
45480,fifth_level,5 - 2 - 7 + 8,4
45481,fifth_level,5 + 2 + 7 - 9,5
45482,fifth_level,5 - 2 + 7 - 9,1
45483,fifth_level,5 - 2 - 7 + 9,5
45484,fifth_level,5 * 2 + 7 - 9,8
45485,fifth_level,5 * 2 - 8 + 1,3
45486,fifth_level,5 * 2 - 8 - 1,1
45487,fifth_level,5 * 2 - 8 * 1,2
45488,fifth_level,5 * 2 - 8 / 1,2
45489,fifth_level,5 + 2 - 8 + 2,1
45490,fifth_level,5 + 2 - 8 / 2,3
45491,fifth_level,5 - 2 + 8 / 2,7
45492,fifth_level,5 * 2 - 8 + 2,4
45493,fifth_level,5 * 2 - 8 / 2,6
45494,fifth_level,5 + 2 - 8 + 3,2
45495,fifth_level,5 - 2 + 8 - 3,8
45496,fifth_level,5 * 2 - 8 + 3,5
45497,fifth_level,5 + 2 - 8 + 4,3
45498,fifth_level,5 + 2 - 8 / 4,5
45499,fifth_level,5 + 2 / 8 * 4,6
45500,fifth_level,5 - 2 + 8 - 4,7
45501,fifth_level,5 - 2 + 8 / 4,5
45502,fifth_level,5 - 2 - 8 / 4,1
45503,fifth_level,5 - 2 * 8 / 4,1
45504,fifth_level,5 - 2 / 8 * 4,4
45505,fifth_level,5 * 2 - 8 + 4,6
45506,fifth_level,5 * 2 - 8 / 4,8
45507,fifth_level,5 * 2 / 8 * 4,5
45508,fifth_level,5 / 2 * 8 / 4,5
45509,fifth_level,5 + 2 - 8 + 5,4
45510,fifth_level,5 - 2 + 8 - 5,6
45511,fifth_level,5 * 2 - 8 + 5,7
45512,fifth_level,5 / 2 * 8 / 5,4
45513,fifth_level,5 + 2 - 8 + 6,5
45514,fifth_level,5 - 2 + 8 - 6,5
45515,fifth_level,5 - 2 - 8 + 6,1
45516,fifth_level,5 * 2 - 8 + 6,8
45517,fifth_level,5 + 2 + 8 - 7,8
45518,fifth_level,5 + 2 - 8 + 7,6
45519,fifth_level,5 - 2 + 8 - 7,4
45520,fifth_level,5 - 2 - 8 + 7,2
45521,fifth_level,5 + 2 + 8 - 8,7
45522,fifth_level,5 + 2 + 8 / 8,8
45523,fifth_level,5 + 2 - 8 + 8,7
45524,fifth_level,5 + 2 - 8 / 8,6
45525,fifth_level,5 + 2 * 8 / 8,7
45526,fifth_level,5 + 2 / 8 * 8,7
45527,fifth_level,5 - 2 + 8 - 8,3
45528,fifth_level,5 - 2 + 8 / 8,4
45529,fifth_level,5 - 2 - 8 + 8,3
45530,fifth_level,5 - 2 - 8 / 8,2
45531,fifth_level,5 - 2 * 8 / 8,3
45532,fifth_level,5 - 2 / 8 * 8,3
45533,fifth_level,5 + 2 + 8 - 9,6
45534,fifth_level,5 + 2 - 8 + 9,8
45535,fifth_level,5 - 2 + 8 - 9,2
45536,fifth_level,5 - 2 - 8 + 9,4
45537,fifth_level,5 * 2 - 9 + 1,2
45538,fifth_level,5 * 2 - 9 * 1,1
45539,fifth_level,5 * 2 - 9 / 1,1
45540,fifth_level,5 * 2 - 9 + 2,3
45541,fifth_level,5 / 2 + 9 / 2,7
45542,fifth_level,5 + 2 - 9 + 3,1
45543,fifth_level,5 + 2 - 9 / 3,4
45544,fifth_level,5 - 2 + 9 / 3,6
45545,fifth_level,5 * 2 - 9 + 3,4
45546,fifth_level,5 * 2 - 9 / 3,7
45547,fifth_level,5 + 2 - 9 + 4,2
45548,fifth_level,5 - 2 + 9 - 4,8
45549,fifth_level,5 * 2 - 9 + 4,5
45550,fifth_level,5 + 2 - 9 + 5,3
45551,fifth_level,5 - 2 + 9 - 5,7
45552,fifth_level,5 * 2 - 9 + 5,6
45553,fifth_level,5 + 2 - 9 + 6,4
45554,fifth_level,5 + 2 * 9 / 6,8
45555,fifth_level,5 - 2 + 9 - 6,6
45556,fifth_level,5 - 2 * 9 / 6,2
45557,fifth_level,5 * 2 - 9 + 6,7
45558,fifth_level,5 / 2 + 9 / 6,4
45559,fifth_level,5 / 2 - 9 / 6,1
45560,fifth_level,5 + 2 - 9 + 7,5
45561,fifth_level,5 - 2 + 9 - 7,5
45562,fifth_level,5 - 2 - 9 + 7,1
45563,fifth_level,5 * 2 - 9 + 7,8
45564,fifth_level,5 + 2 + 9 - 8,8
45565,fifth_level,5 + 2 - 9 + 8,6
45566,fifth_level,5 - 2 + 9 - 8,4
45567,fifth_level,5 - 2 - 9 + 8,2
45568,fifth_level,5 + 2 + 9 - 9,7
45569,fifth_level,5 + 2 + 9 / 9,8
45570,fifth_level,5 + 2 - 9 + 9,7
45571,fifth_level,5 + 2 - 9 / 9,6
45572,fifth_level,5 + 2 * 9 / 9,7
45573,fifth_level,5 + 2 / 9 * 9,7
45574,fifth_level,5 - 2 + 9 - 9,3
45575,fifth_level,5 - 2 + 9 / 9,4
45576,fifth_level,5 - 2 - 9 + 9,3
45577,fifth_level,5 - 2 - 9 / 9,2
45578,fifth_level,5 - 2 * 9 / 9,3
45579,fifth_level,5 - 2 / 9 * 9,3
45580,fifth_level,5 + 3 + 1 - 1,8
45581,fifth_level,5 + 3 - 1 + 1,8
45582,fifth_level,5 + 3 - 1 - 1,6
45583,fifth_level,5 + 3 - 1 * 1,7
45584,fifth_level,5 + 3 - 1 / 1,7
45585,fifth_level,5 + 3 * 1 - 1,7
45586,fifth_level,5 + 3 * 1 * 1,8
45587,fifth_level,5 + 3 * 1 / 1,8
45588,fifth_level,5 + 3 / 1 - 1,7
45589,fifth_level,5 + 3 / 1 * 1,8
45590,fifth_level,5 + 3 / 1 / 1,8
45591,fifth_level,5 - 3 + 1 + 1,4
45592,fifth_level,5 - 3 + 1 - 1,2
45593,fifth_level,5 - 3 + 1 * 1,3
45594,fifth_level,5 - 3 + 1 / 1,3
45595,fifth_level,5 - 3 - 1 + 1,2
45596,fifth_level,5 - 3 - 1 * 1,1
45597,fifth_level,5 - 3 - 1 / 1,1
45598,fifth_level,5 - 3 * 1 + 1,3
45599,fifth_level,5 - 3 * 1 - 1,1
45600,fifth_level,5 - 3 * 1 * 1,2
45601,fifth_level,5 - 3 * 1 / 1,2
45602,fifth_level,5 - 3 / 1 + 1,3
45603,fifth_level,5 - 3 / 1 - 1,1
45604,fifth_level,5 - 3 / 1 * 1,2
45605,fifth_level,5 - 3 / 1 / 1,2
45606,fifth_level,5 + 3 + 1 - 2,7
45607,fifth_level,5 + 3 - 1 - 2,5
45608,fifth_level,5 + 3 - 1 * 2,6
45609,fifth_level,5 + 3 * 1 - 2,6
45610,fifth_level,5 + 3 / 1 - 2,6
45611,fifth_level,5 - 3 + 1 + 2,5
45612,fifth_level,5 - 3 + 1 - 2,1
45613,fifth_level,5 - 3 + 1 * 2,4
45614,fifth_level,5 - 3 - 1 + 2,3
45615,fifth_level,5 - 3 * 1 + 2,4
45616,fifth_level,5 - 3 / 1 + 2,4
45617,fifth_level,5 + 3 + 1 - 3,6
45618,fifth_level,5 + 3 - 1 - 3,4
45619,fifth_level,5 + 3 - 1 * 3,5
45620,fifth_level,5 + 3 * 1 - 3,5
45621,fifth_level,5 + 3 * 1 / 3,6
45622,fifth_level,5 + 3 / 1 - 3,5
45623,fifth_level,5 + 3 / 1 / 3,6
45624,fifth_level,5 - 3 + 1 + 3,6
45625,fifth_level,5 - 3 + 1 * 3,5
45626,fifth_level,5 - 3 - 1 + 3,4
45627,fifth_level,5 - 3 * 1 + 3,5
45628,fifth_level,5 - 3 * 1 / 3,4
45629,fifth_level,5 - 3 / 1 + 3,5
45630,fifth_level,5 - 3 / 1 / 3,4
45631,fifth_level,5 * 3 * 1 / 3,5
45632,fifth_level,5 * 3 / 1 / 3,5
45633,fifth_level,5 / 3 + 1 / 3,2
45634,fifth_level,5 / 3 * 1 * 3,5
45635,fifth_level,5 / 3 / 1 * 3,5
45636,fifth_level,5 + 3 + 1 - 4,5
45637,fifth_level,5 + 3 - 1 - 4,3
45638,fifth_level,5 + 3 - 1 * 4,4
45639,fifth_level,5 + 3 * 1 - 4,4
45640,fifth_level,5 + 3 / 1 - 4,4
45641,fifth_level,5 - 3 + 1 + 4,7
